date,actual_units,forecast_units,model,dimension,entity
2026-04-24,962.0,980.5714285714286,Moving average,store_id,7
2026-04-25,1212.0,980.5714285714286,Moving average,store_id,7
2026-04-26,1134.0,980.5714285714286,Moving average,store_id,7
2026-04-27,965.0,980.5714285714286,Moving average,store_id,7
2026-04-28,983.0,980.5714285714286,Moving average,store_id,7
2026-04-29,849.0,980.5714285714286,Moving average,store_id,7
2026-04-30,994.0,980.5714285714286,Moving average,store_id,7
2026-04-17,891.0,934.163569507032,Exponential smoothing,store_id,7
2026-04-18,1197.0,934.163569507032,Exponential smoothing,store_id,7
2026-04-19,1211.0,934.163569507032,Exponential smoothing,store_id,7
2026-04-20,923.0,934.163569507032,Exponential smoothing,store_id,7
2026-04-21,906.0,934.163569507032,Exponential smoothing,store_id,7
2026-04-22,945.0,934.163569507032,Exponential smoothing,store_id,7
2026-04-23,980.0,934.163569507032,Exponential smoothing,store_id,7
2026-04-24,962.0,934.163569507032,Exponential smoothing,store_id,7
2026-04-25,1212.0,934.163569507032,Exponential smoothing,store_id,7
2026-04-26,1134.0,934.163569507032,Exponential smoothing,store_id,7
2026-04-27,965.0,934.163569507032,Exponential smoothing,store_id,7
2026-04-28,983.0,934.163569507032,Exponential smoothing,store_id,7
2026-04-29,849.0,934.163569507032,Exponential smoothing,store_id,7
2026-04-30,994.0,934.163569507032,Exponential smoothing,store_id,7
2026-04-17,891.0,902.0,Seasonal naive,store_id,7
2026-04-18,1197.0,1279.0,Seasonal naive,store_id,7
2026-04-19,1211.0,1202.0,Seasonal naive,store_id,7
2026-04-20,923.0,854.0,Seasonal naive,store_id,7
2026-04-21,906.0,807.0,Seasonal naive,store_id,7
2026-04-22,945.0,878.0,Seasonal naive,store_id,7
2026-04-23,980.0,942.0,Seasonal naive,store_id,7
2026-04-24,962.0,902.0,Seasonal naive,store_id,7
2026-04-25,1212.0,1279.0,Seasonal naive,store_id,7
2026-04-26,1134.0,1202.0,Seasonal naive,store_id,7
2026-04-27,965.0,854.0,Seasonal naive,store_id,7
2026-04-28,983.0,807.0,Seasonal naive,store_id,7
2026-04-29,849.0,878.0,Seasonal naive,store_id,7
2026-04-30,994.0,942.0,Seasonal naive,store_id,7
2026-04-17,2338.0,2312.0,Naive,category_id,0
2026-04-18,3087.0,2312.0,Naive,category_id,0
2026-04-19,3001.0,2312.0,Naive,category_id,0
2026-04-20,2393.0,2312.0,Naive,category_id,0
2026-04-21,2279.0,2312.0,Naive,category_id,0
2026-04-22,2236.0,2312.0,Naive,category_id,0
2026-04-23,2430.0,2312.0,Naive,category_id,0
2026-04-24,2517.0,2312.0,Naive,category_id,0
2026-04-25,3235.0,2312.0,Naive,category_id,0
2026-04-26,3073.0,2312.0,Naive,category_id,0
2026-04-27,2474.0,2312.0,Naive,category_id,0
2026-04-28,2410.0,2312.0,Naive,category_id,0
2026-04-29,2353.0,2312.0,Naive,category_id,0
2026-04-30,2418.0,2312.0,Naive,category_id,0
2026-04-17,2338.0,2561.285714285714,Moving average,category_id,0
2026-04-18,3087.0,2561.285714285714,Moving average,category_id,0
2026-04-19,3001.0,2561.285714285714,Moving average,category_id,0
2026-04-20,2393.0,2561.285714285714,Moving average,category_id,0
2026-04-21,2279.0,2561.285714285714,Moving average,category_id,0
2026-04-22,2236.0,2561.285714285714,Moving average,category_id,0
2026-04-23,2430.0,2561.285714285714,Moving average,category_id,0
2026-04-24,2517.0,2561.285714285714,Moving average,category_id,0
2026-04-25,3235.0,2561.285714285714,Moving average,category_id,0
2026-04-26,3073.0,2561.285714285714,Moving average,category_id,0
2026-04-27,2474.0,2561.285714285714,Moving average,category_id,0
2026-04-28,2410.0,2561.285714285714,Moving average,category_id,0
2026-04-29,2353.0,2561.285714285714,Moving average,category_id,0
2026-04-30,2418.0,2561.285714285714,Moving average,category_id,0
2026-04-17,2338.0,2449.121086615797,Exponential smoothing,category_id,0
2026-04-18,3087.0,2449.121086615797,Exponential smoothing,category_id,0
2026-04-19,3001.0,2449.121086615797,Exponential smoothing,category_id,0
2026-04-20,2393.0,2449.121086615797,Exponential smoothing,category_id,0
2026-04-21,2279.0,2449.121086615797,Exponential smoothing,category_id,0
2026-04-22,2236.0,2449.121086615797,Exponential smoothing,category_id,0
2026-04-23,2430.0,2449.121086615797,Exponential smoothing,category_id,0
2026-04-24,2517.0,2449.121086615797,Exponential smoothing,category_id,0
2026-04-25,3235.0,2449.121086615797,Exponential smoothing,category_id,0
2026-04-26,3073.0,2449.121086615797,Exponential smoothing,category_id,0
2026-04-27,2474.0,2449.121086615797,Exponential smoothing,category_id,0
2026-04-28,2410.0,2449.121086615797,Exponential smoothing,category_id,0
2026-04-29,2353.0,2449.121086615797,Exponential smoothing,category_id,0
2026-04-30,2418.0,2449.121086615797,Exponential smoothing,category_id,0
2026-04-17,2338.0,2340.0,Seasonal naive,category_id,0
2026-04-18,3087.0,3100.0,Seasonal naive,category_id,0
2026-04-19,3001.0,3080.0,Seasonal naive,category_id,0
2026-04-20,2393.0,2344.0,Seasonal naive,category_id,0
2026-04-21,2279.0,2372.0,Seasonal naive,category_id,0
2026-04-22,2236.0,2381.0,Seasonal naive,category_id,0
2026-04-23,2430.0,2312.0,Seasonal naive,category_id,0
2026-04-24,2517.0,2340.0,Seasonal naive,category_id,0
2026-04-25,3235.0,3100.0,Seasonal naive,category_id,0
2026-04-26,3073.0,3080.0,Seasonal naive,category_id,0
2026-04-27,2474.0,2344.0,Seasonal naive,category_id,0
2026-04-28,2410.0,2372.0,Seasonal naive,category_id,0
2026-04-29,2353.0,2381.0,Seasonal naive,category_id,0
2026-04-30,2418.0,2312.0,Seasonal naive,category_id,0
2026-04-17,1891.0,1976.0,Naive,category_id,1
2026-04-18,2430.0,1976.0,Naive,category_id,1
2026-04-19,2463.0,1976.0,Naive,category_id,1
2026-04-20,1940.0,1976.0,Naive,category_id,1
2026-04-21,1880.0,1976.0,Naive,category_id,1
2026-04-22,1910.0,1976.0,Naive,category_id,1
2026-04-23,1973.0,1976.0,Naive,category_id,1
2026-04-24,1999.0,1976.0,Naive,category_id,1
2026-04-25,2504.0,1976.0,Naive,category_id,1
2026-04-26,2465.0,1976.0,Naive,category_id,1
2026-04-27,1997.0,1976.0,Naive,category_id,1
2026-04-28,1947.0,1976.0,Naive,category_id,1
2026-04-29,1833.0,1976.0,Naive,category_id,1
2026-04-30,1881.0,1976.0,Naive,category_id,1
2026-04-17,1891.0,2110.4285714285716,Moving average,category_id,1
2026-04-18,2430.0,2110.4285714285716,Moving average,category_id,1
2026-04-19,2463.0,2110.4285714285716,Moving average,category_id,1
2026-04-20,1940.0,2110.4285714285716,Moving average,category_id,1
2026-04-21,1880.0,2110.4285714285716,Moving average,category_id,1
2026-04-22,1910.0,2110.4285714285716,Moving average,category_id,1
2026-04-23,1973.0,2110.4285714285716,Moving average,category_id,1
2026-04-24,1999.0,2110.4285714285716,Moving average,category_id,1
2026-04-25,2504.0,2110.4285714285716,Moving average,category_id,1
2026-04-26,2465.0,2110.4285714285716,Moving average,category_id,1
2026-04-27,1997.0,2110.4285714285716,Moving average,category_id,1
2026-04-28,1947.0,2110.4285714285716,Moving average,category_id,1
2026-04-29,1833.0,2110.4285714285716,Moving average,category_id,1
2026-04-30,1881.0,2110.4285714285716,Moving average,category_id,1
2026-04-17,1891.0,2013.0747415139742,Exponential smoothing,category_id,1
2026-04-18,2430.0,2013.0747415139742,Exponential smoothing,category_id,1
2026-04-19,2463.0,2013.0747415139742,Exponential smoothing,category_id,1
2026-04-20,1940.0,2013.0747415139742,Exponential smoothing,category_id,1
2026-04-21,1880.0,2013.0747415139742,Exponential smoothing,category_id,1
2026-04-22,1910.0,2013.0747415139742,Exponential smoothing,category_id,1
2026-04-23,1973.0,2013.0747415139742,Exponential smoothing,category_id,1
2026-04-24,1999.0,2013.0747415139742,Exponential smoothing,category_id,1
2026-04-25,2504.0,2013.0747415139742,Exponential smoothing,category_id,1
2026-04-26,2465.0,2013.0747415139742,Exponential smoothing,category_id,1
2026-04-27,1997.0,2013.0747415139742,Exponential smoothing,category_id,1
2026-04-28,1947.0,2013.0747415139742,Exponential smoothing,category_id,1
2026-04-29,1833.0,2013.0747415139742,Exponential smoothing,category_id,1
2026-04-30,1881.0,2013.0747415139742,Exponential smoothing,category_id,1
2026-04-17,1891.0,1950.0,Seasonal naive,category_id,1
2026-04-18,2430.0,2607.0,Seasonal naive,category_id,1
2026-04-19,2463.0,2547.0,Seasonal naive,category_id,1
2026-04-20,1940.0,1857.0,Seasonal naive,category_id,1
2026-04-21,1880.0,1889.0,Seasonal naive,category_id,1
2026-04-22,1910.0,1947.0,Seasonal naive,category_id,1
2026-04-23,1973.0,1976.0,Seasonal naive,category_id,1
2026-04-24,1999.0,1950.0,Seasonal naive,category_id,1
2026-04-25,2504.0,2607.0,Seasonal naive,category_id,1
2026-04-26,2465.0,2547.0,Seasonal naive,category_id,1
2026-04-27,1997.0,1857.0,Seasonal naive,category_id,1
2026-04-28,1947.0,1889.0,Seasonal naive,category_id,1
2026-04-29,1833.0,1947.0,Seasonal naive,category_id,1
2026-04-30,1881.0,1976.0,Seasonal naive,category_id,1
2026-04-17,1681.0,1671.0,Naive,category_id,2
2026-04-18,2144.0,1671.0,Naive,category_id,2
2026-04-19,2166.0,1671.0,Naive,category_id,2
2026-04-20,1578.0,1671.0,Naive,category_id,2
2026-04-21,1592.0,1671.0,Naive,category_id,2
2026-04-22,1692.0,1671.0,Naive,category_id,2
2026-04-23,1770.0,1671.0,Naive,category_id,2
2026-04-24,1669.0,1671.0,Naive,category_id,2
2026-04-25,2175.0,1671.0,Naive,category_id,2
2026-04-26,2185.0,1671.0,Naive,category_id,2
2026-04-27,1672.0,1671.0,Naive,category_id,2
2026-04-28,1612.0,1671.0,Naive,category_id,2
2026-04-29,1721.0,1671.0,Naive,category_id,2
2026-04-30,1718.0,1671.0,Naive,category_id,2
2026-04-17,1681.0,1832.5714285714287,Moving average,category_id,2
2026-04-18,2144.0,1832.5714285714287,Moving average,category_id,2
2026-04-19,2166.0,1832.5714285714287,Moving average,category_id,2
2026-04-20,1578.0,1832.5714285714287,Moving average,category_id,2
2026-04-21,1592.0,1832.5714285714287,Moving average,category_id,2
2026-04-22,1692.0,1832.5714285714287,Moving average,category_id,2
2026-04-23,1770.0,1832.5714285714287,Moving average,category_id,2
2026-04-24,1669.0,1832.5714285714287,Moving average,category_id,2
2026-04-25,2175.0,1832.5714285714287,Moving average,category_id,2
2026-04-26,2185.0,1832.5714285714287,Moving average,category_id,2
2026-04-27,1672.0,1832.5714285714287,Moving average,category_id,2
2026-04-28,1612.0,1832.5714285714287,Moving average,category_id,2
2026-04-29,1721.0,1832.5714285714287,Moving average,category_id,2
2026-04-30,1718.0,1832.5714285714287,Moving average,category_id,2
2026-04-17,1681.0,1740.679323655332,Exponential smoothing,category_id,2
2026-04-18,2144.0,1740.679323655332,Exponential smoothing,category_id,2
2026-04-19,2166.0,1740.679323655332,Exponential smoothing,category_id,2
2026-04-20,1578.0,1740.679323655332,Exponential smoothing,category_id,2
2026-04-21,1592.0,1740.679323655332,Exponential smoothing,category_id,2
2026-04-22,1692.0,1740.679323655332,Exponential smoothing,category_id,2
2026-04-23,1770.0,1740.679323655332,Exponential smoothing,category_id,2
2026-04-24,1669.0,1740.679323655332,Exponential smoothing,category_id,2
2026-04-25,2175.0,1740.679323655332,Exponential smoothing,category_id,2
2026-04-26,2185.0,1740.679323655332,Exponential smoothing,category_id,2
2026-04-27,1672.0,1740.679323655332,Exponential smoothing,category_id,2
2026-04-28,1612.0,1740.679323655332,Exponential smoothing,category_id,2
2026-04-29,1721.0,1740.679323655332,Exponential smoothing,category_id,2
2026-04-30,1718.0,1740.679323655332,Exponential smoothing,category_id,2
2026-04-17,1681.0,1612.0,Seasonal naive,category_id,2
2026-04-18,2144.0,2302.0,Seasonal naive,category_id,2
2026-04-19,2166.0,2220.0,Seasonal naive,category_id,2
2026-04-20,1578.0,1665.0,Seasonal naive,category_id,2
2026-04-21,1592.0,1709.0,Seasonal naive,category_id,2
2026-04-22,1692.0,1649.0,Seasonal naive,category_id,2
2026-04-23,1770.0,1671.0,Seasonal naive,category_id,2
2026-04-24,1669.0,1612.0,Seasonal naive,category_id,2
2026-04-25,2175.0,2302.0,Seasonal naive,category_id,2
2026-04-26,2185.0,2220.0,Seasonal naive,category_id,2
2026-04-27,1672.0,1665.0,Seasonal naive,category_id,2
2026-04-28,1612.0,1709.0,Seasonal naive,category_id,2
2026-04-29,1721.0,1649.0,Seasonal naive,category_id,2
2026-04-30,1718.0,1671.0,Seasonal naive,category_id,2
2026-04-17,1502.0,1437.0,Naive,category_id,3
2026-04-18,1817.0,1437.0,Naive,category_id,3
2026-04-19,1898.0,1437.0,Naive,category_id,3
2026-04-20,1512.0,1437.0,Naive,category_id,3
2026-04-21,1502.0,1437.0,Naive,category_id,3
2026-04-22,1503.0,1437.0,Naive,category_id,3
2026-04-23,1477.0,1437.0,Naive,category_id,3
2026-04-24,1510.0,1437.0,Naive,category_id,3
2026-04-25,2021.0,1437.0,Naive,category_id,3
2026-04-26,1884.0,1437.0,Naive,category_id,3
2026-04-27,1507.0,1437.0,Naive,category_id,3
2026-04-28,1466.0,1437.0,Naive,category_id,3
2026-04-29,1342.0,1437.0,Naive,category_id,3
2026-04-30,1556.0,1437.0,Naive,category_id,3
2026-04-17,1502.0,1585.857142857143,Moving average,category_id,3
2026-04-18,1817.0,1585.857142857143,Moving average,category_id,3
2026-04-19,1898.0,1585.857142857143,Moving average,category_id,3
2026-04-20,1512.0,1585.857142857143,Moving average,category_id,3
2026-04-21,1502.0,1585.857142857143,Moving average,category_id,3
2026-04-22,1503.0,1585.857142857143,Moving average,category_id,3
2026-04-23,1477.0,1585.857142857143,Moving average,category_id,3
2026-04-24,1510.0,1585.857142857143,Moving average,category_id,3
2026-04-25,2021.0,1585.857142857143,Moving average,category_id,3
2026-04-26,1884.0,1585.857142857143,Moving average,category_id,3
2026-04-27,1507.0,1585.857142857143,Moving average,category_id,3
2026-04-28,1466.0,1585.857142857143,Moving average,category_id,3
2026-04-29,1342.0,1585.857142857143,Moving average,category_id,3
2026-04-30,1556.0,1585.857142857143,Moving average,category_id,3
2026-04-17,1502.0,1519.430832510804,Exponential smoothing,category_id,3
2026-04-18,1817.0,1519.430832510804,Exponential smoothing,category_id,3
2026-04-19,1898.0,1519.430832510804,Exponential smoothing,category_id,3
2026-04-20,1512.0,1519.430832510804,Exponential smoothing,category_id,3
2026-04-21,1502.0,1519.430832510804,Exponential smoothing,category_id,3
2026-04-22,1503.0,1519.430832510804,Exponential smoothing,category_id,3
2026-04-23,1477.0,1519.430832510804,Exponential smoothing,category_id,3
2026-04-24,1510.0,1519.430832510804,Exponential smoothing,category_id,3
2026-04-25,2021.0,1519.430832510804,Exponential smoothing,category_id,3
2026-04-26,1884.0,1519.430832510804,Exponential smoothing,category_id,3
2026-04-27,1507.0,1519.430832510804,Exponential smoothing,category_id,3
2026-04-28,1466.0,1519.430832510804,Exponential smoothing,category_id,3
2026-04-29,1342.0,1519.430832510804,Exponential smoothing,category_id,3
2026-04-30,1556.0,1519.430832510804,Exponential smoothing,category_id,3
2026-04-17,1502.0,1490.0,Seasonal naive,category_id,3
2026-04-18,1817.0,1920.0,Seasonal naive,category_id,3
2026-04-19,1898.0,1873.0,Seasonal naive,category_id,3
2026-04-20,1512.0,1377.0,Seasonal naive,category_id,3
2026-04-21,1502.0,1477.0,Seasonal naive,category_id,3
2026-04-22,1503.0,1527.0,Seasonal naive,category_id,3
2026-04-23,1477.0,1437.0,Seasonal naive,category_id,3
2026-04-24,1510.0,1490.0,Seasonal naive,category_id,3
2026-04-25,2021.0,1920.0,Seasonal naive,category_id,3
2026-04-26,1884.0,1873.0,Seasonal naive,category_id,3
2026-04-27,1507.0,1377.0,Seasonal naive,category_id,3
2026-04-28,1466.0,1477.0,Seasonal naive,category_id,3
2026-04-29,1342.0,1527.0,Seasonal naive,category_id,3
2026-04-30,1556.0,1437.0,Seasonal naive,category_id,3
2026-04-17,1101.0,1130.0,Naive,product_id,0
2026-04-18,1404.0,1130.0,Naive,product_id,0
2026-04-19,1390.0,1130.0,Naive,product_id,0
2026-04-20,1152.0,1130.0,Naive,product_id,0
2026-04-21,1003.0,1130.0,Naive,product_id,0
2026-04-22,1021.0,1130.0,Naive,product_id,0
2026-04-23,1100.0,1130.0,Naive,product_id,0
2026-04-24,1203.0,1130.0,Naive,product_id,0
2026-04-25,1509.0,1130.0,Naive,product_id,0
2026-04-26,1453.0,1130.0,Naive,product_id,0
2026-04-27,1220.0,1130.0,Naive,product_id,0
2026-04-28,1149.0,1130.0,Naive,product_id,0
2026-04-29,1110.0,1130.0,Naive,product_id,0
2026-04-30,1139.0,1130.0,Naive,product_id,0
2026-04-17,1101.0,1211.5714285714287,Moving average,product_id,0
2026-04-18,1404.0,1211.5714285714287,Moving average,product_id,0
2026-04-19,1390.0,1211.5714285714287,Moving average,product_id,0
2026-04-20,1152.0,1211.5714285714287,Moving average,product_id,0
2026-04-21,1003.0,1211.5714285714287,Moving average,product_id,0
2026-04-22,1021.0,1211.5714285714287,Moving average,product_id,0
2026-04-23,1100.0,1211.5714285714287,Moving average,product_id,0
2026-04-24,1203.0,1211.5714285714287,Moving average,product_id,0
2026-04-25,1509.0,1211.5714285714287,Moving average,product_id,0
2026-04-26,1453.0,1211.5714285714287,Moving average,product_id,0
2026-04-27,1220.0,1211.5714285714287,Moving average,product_id,0
2026-04-28,1149.0,1211.5714285714287,Moving average,product_id,0
2026-04-29,1110.0,1211.5714285714287,Moving average,product_id,0
2026-04-30,1139.0,1211.5714285714287,Moving average,product_id,0
2026-04-17,1101.0,1157.47281816518,Exponential smoothing,product_id,0
2026-04-18,1404.0,1157.47281816518,Exponential smoothing,product_id,0
2026-04-19,1390.0,1157.47281816518,Exponential smoothing,product_id,0
2026-04-20,1152.0,1157.47281816518,Exponential smoothing,product_id,0
2026-04-21,1003.0,1157.47281816518,Exponential smoothing,product_id,0
2026-04-22,1021.0,1157.47281816518,Exponential smoothing,product_id,0
2026-04-23,1100.0,1157.47281816518,Exponential smoothing,product_id,0
2026-04-24,1203.0,1157.47281816518,Exponential smoothing,product_id,0
2026-04-25,1509.0,1157.47281816518,Exponential smoothing,product_id,0
2026-04-26,1453.0,1157.47281816518,Exponential smoothing,product_id,0
2026-04-27,1220.0,1157.47281816518,Exponential smoothing,product_id,0
2026-04-28,1149.0,1157.47281816518,Exponential smoothing,product_id,0
2026-04-29,1110.0,1157.47281816518,Exponential smoothing,product_id,0
2026-04-30,1139.0,1157.47281816518,Exponential smoothing,product_id,0
2026-04-17,1101.0,1144.0,Seasonal naive,product_id,0
2026-04-18,1404.0,1439.0,Seasonal naive,product_id,0
2026-04-19,1390.0,1435.0,Seasonal naive,product_id,0
2026-04-20,1152.0,1149.0,Seasonal naive,product_id,0
2026-04-21,1003.0,1113.0,Seasonal naive,product_id,0
2026-04-22,1021.0,1071.0,Seasonal naive,product_id,0
2026-04-23,1100.0,1130.0,Seasonal naive,product_id,0
2026-04-24,1203.0,1144.0,Seasonal naive,product_id,0
2026-04-25,1509.0,1439.0,Seasonal naive,product_id,0
2026-04-26,1453.0,1435.0,Seasonal naive,product_id,0
2026-04-27,1220.0,1149.0,Seasonal naive,product_id,0
2026-04-28,1149.0,1113.0,Seasonal naive,product_id,0
2026-04-29,1110.0,1071.0,Seasonal naive,product_id,0
2026-04-30,1139.0,1130.0,Seasonal naive,product_id,0
2026-04-17,756.0,821.0,Naive,product_id,1
2026-04-18,999.0,821.0,Naive,product_id,1
2026-04-19,1013.0,821.0,Naive,product_id,1
2026-04-20,767.0,821.0,Naive,product_id,1
2026-04-21,741.0,821.0,Naive,product_id,1
2026-04-22,768.0,821.0,Naive,product_id,1
2026-04-23,841.0,821.0,Naive,product_id,1
2026-04-24,810.0,821.0,Naive,product_id,1
2026-04-25,1015.0,821.0,Naive,product_id,1
2026-04-26,1034.0,821.0,Naive,product_id,1
2026-04-27,809.0,821.0,Naive,product_id,1
2026-04-28,795.0,821.0,Naive,product_id,1
2026-04-29,747.0,821.0,Naive,product_id,1
2026-04-30,783.0,821.0,Naive,product_id,1
2026-04-17,756.0,849.0,Moving average,product_id,1
2026-04-18,999.0,849.0,Moving average,product_id,1
2026-04-19,1013.0,849.0,Moving average,product_id,1
2026-04-20,767.0,849.0,Moving average,product_id,1
2026-04-21,741.0,849.0,Moving average,product_id,1
2026-04-22,768.0,849.0,Moving average,product_id,1
2026-04-23,841.0,849.0,Moving average,product_id,1
2026-04-24,810.0,849.0,Moving average,product_id,1
2026-04-25,1015.0,849.0,Moving average,product_id,1
2026-04-26,1034.0,849.0,Moving average,product_id,1
2026-04-27,809.0,849.0,Moving average,product_id,1
2026-04-28,795.0,849.0,Moving average,product_id,1
2026-04-29,747.0,849.0,Moving average,product_id,1
2026-04-30,783.0,849.0,Moving average,product_id,1
2026-04-17,756.0,811.9025607608039,Exponential smoothing,product_id,1
2026-04-18,999.0,811.9025607608039,Exponential smoothing,product_id,1
2026-04-19,1013.0,811.9025607608039,Exponential smoothing,product_id,1
2026-04-20,767.0,811.9025607608039,Exponential smoothing,product_id,1
2026-04-21,741.0,811.9025607608039,Exponential smoothing,product_id,1
2026-04-22,768.0,811.9025607608039,Exponential smoothing,product_id,1
2026-04-23,841.0,811.9025607608039,Exponential smoothing,product_id,1
2026-04-24,810.0,811.9025607608039,Exponential smoothing,product_id,1
2026-04-25,1015.0,811.9025607608039,Exponential smoothing,product_id,1
2026-04-26,1034.0,811.9025607608039,Exponential smoothing,product_id,1
2026-04-27,809.0,811.9025607608039,Exponential smoothing,product_id,1
2026-04-28,795.0,811.9025607608039,Exponential smoothing,product_id,1
2026-04-29,747.0,811.9025607608039,Exponential smoothing,product_id,1
2026-04-30,783.0,811.9025607608039,Exponential smoothing,product_id,1
2026-04-17,756.0,769.0,Seasonal naive,product_id,1
2026-04-18,999.0,1025.0,Seasonal naive,product_id,1
2026-04-19,1013.0,1080.0,Seasonal naive,product_id,1
2026-04-20,767.0,745.0,Seasonal naive,product_id,1
2026-04-21,741.0,744.0,Seasonal naive,product_id,1
2026-04-22,768.0,759.0,Seasonal naive,product_id,1
2026-04-23,841.0,821.0,Seasonal naive,product_id,1
2026-04-24,810.0,769.0,Seasonal naive,product_id,1
2026-04-25,1015.0,1025.0,Seasonal naive,product_id,1
2026-04-26,1034.0,1080.0,Seasonal naive,product_id,1
2026-04-27,809.0,745.0,Seasonal naive,product_id,1
2026-04-28,795.0,744.0,Seasonal naive,product_id,1
2026-04-29,747.0,759.0,Seasonal naive,product_id,1
2026-04-30,783.0,821.0,Seasonal naive,product_id,1
2026-04-17,624.0,583.0,Naive,product_id,2
2026-04-18,809.0,583.0,Naive,product_id,2
2026-04-19,804.0,583.0,Naive,product_id,2
2026-04-20,567.0,583.0,Naive,product_id,2
2026-04-21,575.0,583.0,Naive,product_id,2
2026-04-22,626.0,583.0,Naive,product_id,2
2026-04-23,679.0,583.0,Naive,product_id,2
2026-04-24,605.0,583.0,Naive,product_id,2
2026-04-25,773.0,583.0,Naive,product_id,2
2026-04-26,827.0,583.0,Naive,product_id,2
2026-04-27,604.0,583.0,Naive,product_id,2
2026-04-28,517.0,583.0,Naive,product_id,2
2026-04-29,610.0,583.0,Naive,product_id,2
2026-04-30,598.0,583.0,Naive,product_id,2
2026-04-17,624.0,654.1428571428571,Moving average,product_id,2
2026-04-18,809.0,654.1428571428571,Moving average,product_id,2
2026-04-19,804.0,654.1428571428571,Moving average,product_id,2
2026-04-20,567.0,654.1428571428571,Moving average,product_id,2
2026-04-21,575.0,654.1428571428571,Moving average,product_id,2
2026-04-22,626.0,654.1428571428571,Moving average,product_id,2
2026-04-23,679.0,654.1428571428571,Moving average,product_id,2
2026-04-24,605.0,654.1428571428571,Moving average,product_id,2
2026-04-25,773.0,654.1428571428571,Moving average,product_id,2
2026-04-26,827.0,654.1428571428571,Moving average,product_id,2
2026-04-27,604.0,654.1428571428571,Moving average,product_id,2
2026-04-28,517.0,654.1428571428571,Moving average,product_id,2
2026-04-29,610.0,654.1428571428571,Moving average,product_id,2
2026-04-30,598.0,654.1428571428571,Moving average,product_id,2
2026-04-17,624.0,618.0853793619256,Exponential smoothing,product_id,2
2026-04-18,809.0,618.0853793619256,Exponential smoothing,product_id,2
2026-04-19,804.0,618.0853793619256,Exponential smoothing,product_id,2
2026-04-20,567.0,618.0853793619256,Exponential smoothing,product_id,2
2026-04-21,575.0,618.0853793619256,Exponential smoothing,product_id,2
2026-04-22,626.0,618.0853793619256,Exponential smoothing,product_id,2
2026-04-23,679.0,618.0853793619256,Exponential smoothing,product_id,2
2026-04-24,605.0,618.0853793619256,Exponential smoothing,product_id,2
2026-04-25,773.0,618.0853793619256,Exponential smoothing,product_id,2
2026-04-26,827.0,618.0853793619256,Exponential smoothing,product_id,2
2026-04-27,604.0,618.0853793619256,Exponential smoothing,product_id,2
2026-04-28,517.0,618.0853793619256,Exponential smoothing,product_id,2
2026-04-29,610.0,618.0853793619256,Exponential smoothing,product_id,2
2026-04-30,598.0,618.0853793619256,Exponential smoothing,product_id,2
2026-04-17,624.0,571.0,Seasonal naive,product_id,2
2026-04-18,809.0,842.0,Seasonal naive,product_id,2
2026-04-19,804.0,778.0,Seasonal naive,product_id,2
2026-04-20,567.0,594.0,Seasonal naive,product_id,2
2026-04-21,575.0,631.0,Seasonal naive,product_id,2
2026-04-22,626.0,580.0,Seasonal naive,product_id,2
2026-04-23,679.0,583.0,Seasonal naive,product_id,2
2026-04-24,605.0,571.0,Seasonal naive,product_id,2
2026-04-25,773.0,842.0,Seasonal naive,product_id,2
2026-04-26,827.0,778.0,Seasonal naive,product_id,2
2026-04-27,604.0,594.0,Seasonal naive,product_id,2
2026-04-28,517.0,631.0,Seasonal naive,product_id,2
2026-04-29,610.0,580.0,Seasonal naive,product_id,2
2026-04-30,598.0,583.0,Seasonal naive,product_id,2
2026-04-17,491.0,508.0,Naive,product_id,3
2026-04-18,606.0,508.0,Naive,product_id,3
2026-04-19,653.0,508.0,Naive,product_id,3
2026-04-20,521.0,508.0,Naive,product_id,3
2026-04-21,535.0,508.0,Naive,product_id,3
2026-04-22,483.0,508.0,Naive,product_id,3
2026-04-23,483.0,508.0,Naive,product_id,3
2026-04-24,491.0,508.0,Naive,product_id,3
2026-04-25,670.0,508.0,Naive,product_id,3
2026-04-26,627.0,508.0,Naive,product_id,3
2026-04-27,515.0,508.0,Naive,product_id,3
2026-04-28,501.0,508.0,Naive,product_id,3
2026-04-29,429.0,508.0,Naive,product_id,3
2026-04-30,485.0,508.0,Naive,product_id,3
2026-04-17,491.0,517.7142857142857,Moving average,product_id,3
2026-04-18,606.0,517.7142857142857,Moving average,product_id,3
2026-04-19,653.0,517.7142857142857,Moving average,product_id,3
2026-04-20,521.0,517.7142857142857,Moving average,product_id,3
2026-04-21,535.0,517.7142857142857,Moving average,product_id,3
2026-04-22,483.0,517.7142857142857,Moving average,product_id,3
2026-04-23,483.0,517.7142857142857,Moving average,product_id,3
2026-04-24,491.0,517.7142857142857,Moving average,product_id,3
2026-04-25,670.0,517.7142857142857,Moving average,product_id,3
2026-04-26,627.0,517.7142857142857,Moving average,product_id,3
2026-04-27,515.0,517.7142857142857,Moving average,product_id,3
2026-04-28,501.0,517.7142857142857,Moving average,product_id,3
2026-04-29,429.0,517.7142857142857,Moving average,product_id,3
2026-04-30,485.0,517.7142857142857,Moving average,product_id,3
2026-04-17,491.0,504.32249292690847,Exponential smoothing,product_id,3
2026-04-18,606.0,504.32249292690847,Exponential smoothing,product_id,3
2026-04-19,653.0,504.32249292690847,Exponential smoothing,product_id,3
