date,gross_sales_inr,discount_inr,net_sales_inr,cogs_inr,gross_profit_inr,variable_cost_inr,contribution_profit_inr,quantity_ordered,quantity_fulfilled,quantity_unfulfilled,quantity_substituted,estimated_lost_revenue_inr,estimated_lost_margin_inr,orders,period_days,delivery_cost_inr,fill_rate,substitution_rate,cancellation_rate,order_fulfillment_rate,item_fulfillment_rate,gross_margin,contribution_margin,aov_inr,profit_per_order_inr,profit_per_item_inr,recovery_opportunity_inr
2026-03-15,2370747.2800000003,149555.09,2221192.19,1552003.74,669188.45,145542.05,523646.4000000001,9140.0,9011.0,129.0,45.0,54099.35,18497.39,3054,1,91323.24,0.9858862144420131,0.004923413566739606,0.0026195153896529143,0.9973804846103471,0.9854789165037698,0.30127444757493044,0.23575015361457763,727.3058906352325,171.46247544204326,58.111907668405294,35164.5775
2026-03-16,1859050.14,106157.72,1752892.42,1226582.0100000002,526310.41,113240.4,413070.01000000007,7069.0,7004.0,65.0,58.0,26032.73,9756.630000000001,2359,1,71263.95999999999,0.9908049229028151,0.008204838025180365,0.00211954217888936,0.9978804578211107,0.9911264034770011,0.300252544876656,0.2356505198419422,743.0658838490886,175.10386180584996,58.976300685322684,16921.2745
2026-03-17,1821070.6600000001,116102.13,1704968.53,1199879.46,505089.07000000007,111586.20999999999,393502.86,6960.0,6949.0,11.0,11.0,1538.02,489.86,2319,1,70001.06,0.9984195402298851,0.0015804597701149425,0.0,1.0,0.9981604120676968,0.2962453916964673,0.2307977262196153,735.2171323846486,169.6864424320828,56.62726435458339,999.7130000000001
2026-03-18,1894511.0699999998,121322.20999999999,1773188.8599999999,1243078.12,530110.7400000001,113117.59,416993.15,7046.0,6963.0,83.0,60.0,12141.420000000002,4520.59,2362,1,71139.92,0.9882202668180528,0.008515469770082317,0.003386960203217612,0.9966130397967824,0.9877344877344877,0.29895898398549614,0.2351656720875181,750.7150127011007,176.54240050804404,59.88699554789603,7891.923000000002
2026-03-19,1867286.05,127504.95,1739781.0999999999,1236851.81,502929.29000000004,111545.56,391383.73000000004,7066.0,6864.0,202.0,66.0,18222.910000000003,6188.179999999999,2332,1,69759.26999999999,0.9714123973959807,0.0093405038211152,0.006003430531732418,0.9939965694682675,0.9712269272529859,0.2890761889527367,0.2249614793493274,746.0467838765009,167.83178816466554,57.01977418414919,11844.891500000003
2026-03-20,1794680.4900000002,117027.58,1677652.9100000001,1189381.4,488271.51,109389.19,378882.32000000007,6911.0,6868.0,43.0,25.0,15764.18,6036.58,2278,1,68391.07,0.9937780350166402,0.0036174215019534077,0.0013169446883230904,0.9986830553116769,0.9937083641746854,0.2910444151406741,0.22584070742022558,736.4586962247586,166.3223529411765,55.16632498543973,10246.717
2026-03-21,2490278.78,161184.26,2329094.52,1658616.78,670477.74,149587.63,520890.11000000004,9525.0,9487.0,38.0,33.0,7701.33,2456.92,3127,1,93567.48000000001,0.996010498687664,0.0034645669291338585,0.0003197953309881676,0.9996802046690119,0.9960831982712047,0.28787055838334974,0.22364489956380132,744.8335529261273,166.57822513591302,54.90567197217245,5005.8645
2026-03-22,2418148.0,150212.77,2267935.23,1600975.0,666960.23,148060.32,518899.91000000003,9194.0,9163.0,31.0,23.0,5121.42,1713.0700000000002,3101,1,92981.53,0.9966282358059604,0.0025016314988035677,0.0006449532408900354,0.9993550467591099,0.9968073292615214,0.2940825739542835,0.22879838151286183,731.356088358594,167.33308932602387,56.62991487504093,3328.9230000000002
2026-03-23,1858872.2599999998,111427.74,1747444.52,1228431.51,519013.01,113331.45000000001,405681.56000000006,7026.0,6931.0,95.0,75.0,22501.36,6930.09,2362,1,71087.73,0.9864787930543695,0.01067463706233988,0.003386960203217612,0.9966130397967824,0.9860431393873482,0.2970125826941848,0.23215704725206385,739.8156308213379,171.75341236240476,58.53146154955996,14625.884
2026-03-24,1827091.71,117994.51,1709097.2,1208794.92,500302.28,112808.01999999999,387494.26,7083.0,7037.0,46.0,54.0,17473.62,6826.08,2334,1,70538.1,0.9935055767330228,0.007623888182973317,0.0012853470437017994,0.9987146529562982,0.9936294139060794,0.2927289799550313,0.22672453035438828,732.2610111396743,166.02153384747214,55.06526360665056,11357.853
2026-03-25,1797586.37,107247.97,1690338.4,1194431.38,495907.02,111030.65,384876.37,6938.0,6856.0,82.0,42.0,28622.54,9094.59,2350,1,70089.43000000001,0.9881810319976939,0.006053617757278754,0.003404255319148936,0.9965957446808511,0.9884084636614535,0.2933773615981274,0.22769190476889126,719.2929361702127,163.77717872340426,56.13716015169195,18604.651
2026-03-26,1859621.06,119785.64,1739835.42,1236102.6800000002,503732.74000000005,116098.45000000001,387634.29000000004,7241.0,7169.0,72.0,32.0,27378.6,9388.97,2437,1,73050.91,0.9900566220135341,0.004419279105095981,0.003282724661469019,0.9967172753385309,0.9903083700440528,0.28952896015877183,0.22279940133647816,713.9250800164136,159.06208042675422,54.070901101966804,17796.09
2026-03-27,1890017.65,116822.88,1773194.77,1253703.06,519491.71,116194.91999999998,403296.79000000004,7186.0,7184.0,2.0,1.0,547.92,205.92,2439,1,73192.11,0.9997216810464793,0.00013915947676036738,0.0,1.0,0.9996460176991151,0.2929693448170953,0.22744077346900815,727.0171258712587,165.35333743337435,56.138194599109134,356.14799999999997
2026-03-28,2383089.02,152084.72,2231004.3,1593382.6300000004,637621.6700000002,149404.3,488217.37000000005,9250.0,9180.0,70.0,46.0,23392.0,8943.220000000001,3096,1,93786.56,0.9924324324324324,0.004972972972972973,0.0009689922480620155,0.999031007751938,0.9923632324354346,0.28580028734144536,0.21883300269748476,720.6086240310077,157.6929489664083,53.18272004357299,15204.800000000001
2026-03-29,2441498.42,161024.39,2280474.0300000003,1619783.1400000001,660690.89,147233.93,513456.9600000001,9275.0,9220.0,55.0,41.0,18444.98,6967.78,3069,1,91915.91,0.9940700808625337,0.004420485175202157,0.0009775171065493646,0.9990224828934506,0.9940410199556541,0.28971647179862864,0.22515360983961744,743.067458455523,167.30432062561098,55.689475054229945,11989.237000000001
2026-03-30,1874131.13,119241.78,1754889.35,1247433.4100000001,507455.94000000006,114990.79000000001,392465.15,7249.0,7214.0,35.0,28.0,14229.550000000001,4153.98,2410,1,72076.02,0.9951717478272866,0.003862601738170782,0.0004149377593360996,0.9995850622406639,0.995049504950495,0.2891669152815817,0.22364096630935734,728.1698547717842,162.84860995850624,54.40326448572221,9249.2075
2026-03-31,1863626.23,119555.09999999999,1744071.13,1241361.91,502709.22,115287.95999999999,387421.26,7150.0,7105.0,45.0,40.0,14179.849999999999,4457.76,2397,1,72135.59,0.9937062937062937,0.005594405594405594,0.0012515644555694619,0.9987484355444305,0.9942703670546106,0.2882389435573078,0.22213615794442973,727.6058114309553,161.62755944931163,54.52797466572836,9216.9025
2026-04-01,1835654.77,121099.88,1714554.8900000001,1226636.54,487918.3500000001,111994.45000000001,375923.9000000001,7062.0,7023.0,39.0,13.0,5690.089999999999,1665.29,2330,1,69887.07,0.9944774851316908,0.0018408382894364204,0.00042918454935622315,0.9995708154506437,0.9947463768115942,0.28457435387210034,0.21925451450551114,735.8604678111589,161.34072961373394,53.52753808913571,3698.5584999999996
2026-04-02,1914049.75,124153.06999999999,1789896.6800000002,1278013.2999999998,511883.38000000006,117875.19,394008.19,7337.0,7327.0,10.0,6.0,1251.23,257.23,2452,1,73765.04999999999,0.9986370451138067,0.0008177729317159602,0.0008156606851549756,0.9991843393148451,0.9989486595409147,0.2859848759538456,0.22012901325678752,729.9741761827081,160.6884951060359,53.77483144533916,813.2995000000001
2026-04-03,1935855.3399999999,118488.22,1817367.12,1291152.6199999999,526214.5,119218.76999999999,406995.73000000004,7464.0,7445.0,19.0,12.0,4461.61,988.33,2498,1,74781.37,0.997454448017149,0.001607717041800643,0.0008006405124099279,0.9991993594875901,0.9974271012006861,0.28954771669908935,0.22394799901519072,727.5288710968775,162.92863490792635,54.66698858294158,2900.0465
2026-04-04,2469443.82,152801.54,2316642.28,1651703.32,664938.96,152061.82,512877.14,9486.0,9463.0,23.0,19.0,4195.51,1123.99,3163,1,95490.85,0.9975753742357157,0.0020029517183217374,0.0006323110970597534,0.9993676889029403,0.9976995940460082,0.2870270329349251,0.22138814629594003,732.4193107809041,162.14895352513437,54.19815491915883,2727.0815000000002
2026-04-05,2363434.66,147045.59999999998,2216389.06,1581435.54,634953.52,145151.95,489801.57000000007,9130.0,8883.0,247.0,124.0,26025.539999999997,7427.959999999999,3068,1,90728.5,0.9729463307776561,0.013581599123767798,0.010104302477183833,0.9898956975228161,0.9720005599888002,0.286481074762208,0.22099079030826838,722.4214667535854,159.64849087353326,55.139206349206354,16916.601
2026-04-06,1892743.2600000002,122541.93000000001,1770201.33,1260046.5,510154.83,115024.87,395129.9600000001,7265.0,7206.0,59.0,43.0,20194.309999999998,6833.790000000001,2401,1,71991.64,0.991878871300757,0.005918788713007571,0.001665972511453561,0.9983340274885465,0.9920283436669619,0.2881902873725668,0.22321187613162627,737.2766888796335,164.5689129529363,54.83346655564808,13126.3015
2026-04-07,1918907.8800000004,127549.01000000001,1791358.87,1283315.98,508042.8900000001,119639.90000000001,388402.9900000001,7541.0,7466.0,75.0,58.0,27578.96,8523.82,2510,1,75009.54000000001,0.990054369447023,0.007691287627635592,0.0015936254980079682,0.998406374501992,0.9901877854846896,0.2836075442549376,0.21682031250388153,713.6887928286853,154.7422270916335,52.02290249129388,17926.324
2026-04-08,1826140.58,110241.82,1715898.76,1220241.7000000002,495657.06,113009.86,382647.20000000007,7136.0,7011.0,125.0,105.0,37487.759999999995,11924.82,2355,1,70647.51999999999,0.9824831838565022,0.014714125560538117,0.0016985138004246285,0.9983014861995754,0.98274622573688,0.28886148271358386,0.2230010353291473,728.6194309978769,162.48288747346075,54.57812009699045,24367.043999999998
2026-04-09,1890980.31,122715.14,1768265.1700000002,1260610.04,507655.1300000001,118155.75,389499.38000000006,7438.0,7346.0,92.0,46.0,21254.95,7886.35,2471,1,73930.73,0.9876310836246303,0.006184458187684862,0.0028328611898017,0.9971671388101983,0.987474262182567,0.28709219556702575,0.2202720421168506,715.6071104815865,157.6282395791178,53.02196841818677,13815.7175
2026-04-10,1963593.9900000002,119921.29000000001,1843672.7000000002,1304319.76,539352.9400000002,118834.95,420517.99000000005,7392.0,7375.0,17.0,26.0,4748.99,1614.0500000000002,2469,1,74022.54999999999,0.9977002164502164,0.0035173160173160175,0.001215066828675577,0.9987849331713244,0.9979188345473465,0.29254267311112225,0.22808711654731342,746.7285135682463,170.31915350344272,57.019388474576274,3086.8435
2026-04-11,2615061.0199999996,162556.66999999998,2452504.35,1743261.02,709243.3300000001,158290.19,550953.14,9929.0,9895.0,34.0,17.0,10421.86,3480.81,3282,1,99298.47,0.9965756873804008,0.001712156309799577,0.0006093845216331506,0.9993906154783668,0.9966334326039104,0.2891914666736473,0.22464919990865664,747.2590950639855,167.8711578305911,55.679953511874686,6774.209000000001
2026-04-12,2550086.32,159416.19,2390670.13,1700496.29,690173.8400000001,154194.3,535979.54,9720.0,9600.0,120.0,81.0,29736.270000000004,8313.29,3202,1,96249.3,0.9876543209876543,0.008333333333333333,0.0018738288569643974,0.9981261711430356,0.987382122459822,0.28869471841353544,0.2241963595370642,746.6177795128044,167.38898813241724,55.83120208333334,19328.575500000003
2026-04-13,1862448.2999999998,118543.79000000001,1743904.51,1245610.1800000002,498294.33,115127.32,383167.01,7243.0,7203.0,40.0,25.0,9568.9,3264.81,2405,1,72282.70999999999,0.99447742648074,0.0034516084495374846,0.0008316008316008316,0.9991683991683992,0.9943382873319179,0.28573487088464494,0.21971788466789388,725.1162203742203,159.32100207900208,53.19547549632098,6219.785
2026-04-14,1915630.4,117644.29000000001,1797986.11,1267215.13,530770.98,118627.03,412143.95000000007,7447.0,7337.0,110.0,66.0,38208.42999999999,12394.330000000002,2505,1,74319.26,0.9852289512555391,0.008862629246676515,0.005189620758483034,0.9948103792415169,0.9851570590265792,0.295203048036895,0.229225324771836,717.7589261477046,164.52852295409184,56.17336104674936,24835.479499999998
2026-04-15,1910987.5399999998,118197.73,1792789.81,1263136.46,529653.3500000001,118621.01000000001,411032.3400000001,7504.0,7284.0,220.0,145.0,68204.90999999999,20501.56,2488,1,74402.66,0.970682302771855,0.019323027718550108,0.007234726688102894,0.9927652733118971,0.9705426356589147,0.2954352747018347,0.22926967662762435,720.5746824758843,165.20592443729907,56.429481054365745,44333.19149999999
2026-04-16,1919493.14,114507.22,1804985.92,1274668.1300000001,530317.79,118651.6,411666.19000000006,7396.0,7240.0,156.0,90.0,36012.82,10341.210000000001,2508,1,75181.18,0.9789075175770687,0.012168739859383451,0.0035885167464114833,0.9964114832535885,0.9812360130831469,0.29380716166472925,0.22807169044288172,719.691355661882,164.14122408293463,56.85997099447515,23408.333000000002
2026-04-17,1945538.73,131069.76,1814468.9700000002,1282527.6400000001,531941.3300000001,118174.63,413766.7,7412.0,7317.0,95.0,78.0,27291.579999999998,6191.830000000001,2463,1,73829.81,0.9871829465731247,0.010523475445223961,0.0032480714575720666,0.9967519285424279,0.9873855192673233,0.2931663967777856,0.22803735243816264,736.6906090133983,167.992976045473,56.548681153478206,17739.527
2026-04-18,2465085.9000000004,154747.95,2310337.95,1631317.54,679020.4100000001,152039.6,526980.8100000002,9478.0,9404.0,74.0,66.0,24736.37,4965.8099999999995,3171,1,96041.02,0.9921924456636421,0.006963494408102976,0.001576789656259855,0.9984232103437402,0.9922785153075048,0.2939052314835585,0.22809685050622144,728.5833964049197,166.18757805108805,56.0379423649511,16078.6405
2026-04-19,2516779.98,162108.08,2354671.9,1665123.67,689548.2300000001,151840.27999999997,537707.95,9528.0,9464.0,64.0,44.0,22186.899999999998,8342.19,3148,1,94505.47,0.9932829554995802,0.004617968094038623,0.0006353240152477764,0.9993646759847522,0.9932641789034083,0.2928425951827939,0.22835790837780837,747.9898030495552,170.80938691232527,56.81614010989011,14421.484999999999
2026-04-20,1928971.7800000003,124522.76000000001,1804449.02,1280720.26,523728.76,118749.74,404979.02,7423.0,7370.0,53.0,46.0,11228.509999999998,3670.75,2485,1,74370.34999999999,0.9928600296376128,0.0061969554088643405,0.0028169014084507044,0.9971830985915493,0.9927348209652309,0.2902430349625505,0.22443361686106267,726.1364265593561,162.96942454728372,54.949663500678426,7298.531499999999
2026-04-21,1931524.44,130615.57,1800908.87,1272396.03,528512.8400000001,116442.14,412070.69999999995,7253.0,7235.0,18.0,18.0,8470.11,2649.3199999999997,2439,1,73062.78,0.9975182683027712,0.002481731697228733,0.0008200082000820008,0.999179991799918,0.9973753280839895,0.29347006325755953,0.22881263281245315,738.3800205002051,168.95067650676503,56.955176226675874,5505.571500000001
2026-04-22,1962338.0299999998,128825.71,1833512.32,1294114.7200000002,539397.6000000001,118262.20999999999,421135.39,7341.0,7250.0,91.0,39.0,30444.56,12300.76,2467,1,73827.44,0.9876038686827407,0.0053126277073968125,0.004053506282934738,0.9959464937170652,0.9874673629242819,0.2941881514054948,0.22968778851728686,743.2153708958249,170.70749493311715,58.08764,19788.964
2026-04-23,2068387.3900000001,130587.12,1937800.27,1364896.37,572903.9,122441.97,450461.93000000005,7650.0,7629.0,21.0,17.0,3620.54,1203.14,2523,1,76438.88,0.9972549019607844,0.0022222222222222222,0.00039635354736424893,0.9996036464526358,0.9971409350824083,0.29564651675892273,0.23246045372880458,768.0540110978993,178.54218390804598,59.045999475684894,2353.351
2026-04-24,2001911.3599999999,118840.70000000001,1883070.6600000001,1323591.53,559479.1300000001,123884.56,435594.57000000007,7695.0,7638.0,57.0,23.0,11639.2,4129.93,2596,1,77971.59,0.9925925925925926,0.0029889538661468486,0.0003852080123266564,0.9996147919876733,0.9924029727497936,0.2971100032964244,0.2313214152038246,725.373906009245,167.79451848998463,57.02992537313434,7565.4800000000005
2026-04-25,2610209.5600000005,159941.55,2450268.01,1714114.09,736153.92,159785.45,576368.4700000001,9935.0,9890.0,45.0,19.0,10291.91,3513.4399999999996,3334,1,100490.57,0.9954705586311021,0.0019124308002013085,0.0008998200359928015,0.9991001799640072,0.995638229634381,0.30043812227708105,0.23522670485340097,734.9334163167366,172.87596580683865,58.277903943377154,6689.7415
2026-04-26,2500406.24,161511.49,2338894.75,1646957.4700000002,691937.28,155590.98,536346.3,9607.0,9506.0,101.0,52.0,37159.729999999996,13289.33,3267,1,97970.12,0.9894868325179557,0.005412719891745603,0.0021426385062748698,0.9978573614937252,0.9895626899194081,0.29583942586557177,0.2293161331864121,715.9151362105907,164.17089072543618,56.4218703976436,24153.8245
2026-04-27,2011222.08,120421.5,1890800.58,1324657.73,566142.85,121653.55,444489.30000000005,7650.0,7562.0,88.0,69.0,26335.620000000003,9789.48,2527,1,75815.28,0.9884967320261437,0.009019607843137255,0.0031658092599920855,0.9968341907400079,0.9876876370382864,0.2994196511194216,0.23507994692914683,748.2392481203008,175.89604273842502,58.77933086485057,17118.153000000002
2026-04-28,1917955.26,122682.62000000001,1795272.64,1259601.7799999998,535670.8600000001,117986.87,417683.99,7435.0,7317.0,118.0,37.0,35166.54,11453.37,2465,1,74132.64,0.9841291190316073,0.004976462676529926,0.0032454361054766734,0.9967545638945233,0.9850460789427925,0.29837855714216205,0.2326576925942569,728.3053306288032,169.44583772819473,57.08404947382807,22858.251
2026-04-29,1911035.4300000002,119612.16,1791423.27,1253173.2999999998,538249.97,115734.74,422515.23000000004,7249.0,7221.0,28.0,27.0,9889.4,3920.2600000000007,2410,1,72322.87,0.9961373982618292,0.003724651676093254,0.0004149377593360996,0.9995850622406639,0.9957416607523066,0.30045940510753777,0.23585449462203315,743.3291576763486,175.31752282157677,58.512010801828005,6428.11
2026-04-30,2021995.05,121497.25,1900497.7999999998,1316706.21,583791.5900000001,121187.97,462603.62000000005,7573.0,7486.0,87.0,45.0,17440.63,5886.33,2544,1,75908.25,0.9885118183018619,0.005942162947312822,0.0011792452830188679,0.9988207547169812,0.9891928402566701,0.3071782508772176,0.24341181557800282,747.0510220125785,181.8410455974843,61.79583489179803,11336.409500000002
