model,selected,validation_mae,mae,rmse,wape,bias_units,wape_defined,train_end,validation_end,test_start,test_end,dimension,entity
Seasonal naive,False,22.142857142857142,14.857142857142858,17.44788157423621,0.12455089820359282,9.428571428571429,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,18
Naive,False,14.142857142857142,30.285714285714285,33.380918415851205,0.27461139896373055,-30.285714285714285,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,19
Moving average,False,15.0,12.428571428571429,14.297851986524808,0.11269430051813471,2.7142857142857144,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,19
Exponential smoothing,True,14.056302732413956,11.539154787629476,15.713114568864581,0.10462964185674396,-7.059797799120624,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,19
Seasonal naive,False,18.857142857142858,13.571428571428571,16.64331697709324,0.12305699481865284,2.7142857142857144,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,19
Naive,False,30.0,18.642857142857142,25.291161640835263,0.17987594762232942,-18.642857142857142,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,20
Moving average,False,16.469387755102044,13.193877551020408,17.10859671722532,0.1273013685143251,-0.7857142857142817,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,20
Exponential smoothing,False,18.59614760035463,13.346382312228778,18.30899311033492,0.12877281348807917,-6.567533328458571,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,20
Seasonal naive,True,13.285714285714286,18.357142857142858,22.201994762376003,0.17711922811853895,-0.7857142857142857,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,20
Naive,False,11.857142857142858,14.5,21.68113070325043,0.14959469417833457,-11.928571428571429,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,21
Moving average,False,12.408163265306118,16.17346938775511,18.921696864840055,0.16685966943888836,5.500000000000002,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,21
Exponential smoothing,False,11.180178276025629,14.005736088271975,18.11668369397282,0.14449543495638,-0.6584951196195143,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,21
Seasonal naive,True,11.0,14.357142857142858,21.44927571204745,0.14812085482682388,5.5,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,21
Naive,False,20.928571428571427,17.214285714285715,19.987496091306685,0.18638824439288476,8.642857142857142,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,22
Moving average,True,13.642857142857142,16.744897959183675,18.801595676963164,0.18130593304607226,5.357142857142851,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,22
Exponential smoothing,False,13.955823758211418,16.38162603122334,18.24064043808583,0.17737259430558916,2.8142393614205514,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,22
Seasonal naive,False,14.214285714285714,13.785714285714286,15.818163158669394,0.14926527455529776,5.357142857142857,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,22
Naive,False,18.928571428571427,16.714285714285715,21.36753211232941,0.17835365853658536,-15.714285714285714,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,23
Moving average,False,15.581632653061225,10.714285714285714,14.489968380692533,0.11432926829268293,-0.5714285714285755,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,23
Exponential smoothing,False,15.37116454871099,12.39641745748496,16.370428921512623,0.13227884482072366,-7.639259781750616,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,23
Seasonal naive,True,12.357142857142858,14.0,16.09791468305312,0.14939024390243902,-0.5714285714285714,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,23
Naive,False,21.142857142857142,23.214285714285715,25.766811433092986,0.27242246437552387,-23.214285714285715,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,24
Moving average,False,17.30612244897959,8.479591836734695,11.427232064374172,0.09950904083343313,-2.357142857142853,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,24
Exponential smoothing,True,14.546309956515886,9.938849336512899,14.500357149672924,0.11663360495488732,-9.232272053183285,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,24
Seasonal naive,False,21.428571428571427,12.071428571428571,14.781745499094482,0.14165968147527241,-2.357142857142857,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,24
Naive,False,16.214285714285715,12.714285714285714,15.090204959319994,0.16390423572744015,-5.571428571428571,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,25
Moving average,True,10.357142857142858,11.959183673469388,14.371882980603594,0.15416995527492766,3.1428571428571366,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,25
Exponential smoothing,False,10.357142857142858,11.857142857142858,14.062404846332793,0.15285451197053407,1.0381525294526435,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,25
Seasonal naive,False,10.5,9.285714285714286,11.569664768572288,0.11970534069981584,3.142857142857143,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,25
Naive,False,18.428571428571427,20.285714285714285,25.11971337416094,0.26247689463955637,-19.285714285714285,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,26
Moving average,False,13.428571428571429,13.244897959183671,16.427329145577588,0.17137575917612882,3.285714285714284,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,26
Exponential smoothing,False,13.846804992524293,13.623128480388337,16.703661619074676,0.1762696845891282,-4.466663967073466,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,26
Seasonal naive,True,11.142857142857142,12.428571428571429,15.478095120893546,0.16081330868761554,3.2857142857142856,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,26
Naive,True,9.071428571428571,12.142857142857142,17.100543015605425,0.16377649325626203,-11.142857142857142,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,27
Moving average,False,9.071428571428571,11.387755102040813,13.06654865974757,0.15359207266721714,1.5714285714285654,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,27
Exponential smoothing,False,9.116515493046453,10.5935605798832,13.570884879119584,0.1428803931776154,-3.987933083674751,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,27
Seasonal naive,False,11.928571428571429,12.0,17.26267650163207,0.16184971098265896,1.5714285714285714,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,27
Naive,False,12.928571428571429,10.214285714285714,12.418304462135147,0.13816425120772946,5.071428571428571,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,28
Moving average,False,11.132653061224488,9.071428571428571,11.346580892902658,0.12270531400966184,-0.49999999999999795,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,28
Exponential smoothing,True,10.642857142857142,9.104974094190547,11.54015401247446,0.12315906987310885,-2.163390087905254,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,28
Seasonal naive,False,12.5,6.357142857142857,8.956242834709524,0.08599033816425121,-0.5,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,28
Naive,False,12.071428571428571,13.857142857142858,17.113069358158484,0.20905172413793102,-12.285714285714286,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,29
Moving average,True,8.397959183673468,10.693877551020408,12.436778899206786,0.16133004926108374,3.5714285714285756,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,29
Exponential smoothing,False,9.939876470283577,10.601260093768625,12.00633174787706,0.1599328031387508,-1.4945349420946397,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,29
Seasonal naive,False,9.214285714285714,9.285714285714286,11.820079767678632,0.1400862068965517,3.5714285714285716,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,29
Naive,False,16.571428571428573,31.0,32.941506600986806,0.45588235294117646,-31.0,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,30
Moving average,False,11.979591836734695,8.653061224489795,11.156584950382534,0.12725090036014405,-0.5714285714285694,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,30
Exponential smoothing,True,11.4323221656551,11.497049068137,13.772652143864017,0.1690742510020147,-8.0958686953918,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,30
Seasonal naive,False,13.857142857142858,8.285714285714286,11.122692377040988,0.12184873949579832,-0.5714285714285714,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,30
Naive,False,14.642857142857142,14.714285714285714,17.76030887762292,0.21413721413721415,1.2857142857142858,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,31
Moving average,True,11.622448979591837,14.959183673469385,17.965954196871415,0.21770121770121767,2.999999999999994,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,31
Exponential smoothing,False,12.649515105654896,14.714285714285719,17.770049225138912,0.2141372141372142,-1.413909211999999,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,31
Seasonal naive,False,13.928571428571429,13.428571428571429,18.275666882497067,0.19542619542619544,3.0,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,31
Naive,False,13.428571428571429,17.785714285714285,21.329054630446503,0.2832764505119454,-15.785714285714286,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,32
Moving average,True,10.714285714285714,12.969387755102039,15.311393650161438,0.2065659028116366,5.357142857142853,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,32
Exponential smoothing,False,12.661228399565557,11.961879376031694,14.379773705731344,0.19051912544305316,-1.0188699179361447,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,32
Seasonal naive,False,11.0,11.785714285714286,14.902061218886084,0.18771331058020477,5.357142857142857,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,32
Naive,False,12.928571428571429,9.071428571428571,11.467344941179714,0.15356711003627568,1.9285714285714286,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,33
Moving average,False,8.112244897959183,9.193877551020408,11.921084048775061,0.15564000690965626,3.7857142857142825,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,33
Exponential smoothing,False,8.59764971950103,9.099977153663373,11.728920273605876,0.15405039921558308,3.1284115042150353,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,33
Seasonal naive,True,7.928571428571429,12.5,14.444474969442716,0.21160822249093109,3.7857142857142856,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,33
Naive,False,12.857142857142858,8.928571428571429,10.074720839804943,0.1497005988023952,3.357142857142857,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,34
Moving average,False,12.857142857142858,7.602040816326531,9.692728181055978,0.1274593669803251,-1.9285714285714275,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,34
Exponential smoothing,False,13.041353730218848,7.660940027709016,10.591472532514318,0.1284468986681751,-4.685050540844846,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,34
Seasonal naive,True,10.285714285714286,11.5,13.290705667603099,0.19281437125748502,-1.9285714285714286,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,34
Naive,False,7.857142857142857,9.928571428571429,11.804962636838072,0.1739674593241552,-9.071428571428571,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,35
Moving average,True,5.959183673469387,6.275510204081633,7.581529650191621,0.10995887716788844,-0.6428571428571408,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,35
Exponential smoothing,False,6.63851491020339,6.6631657592577715,8.26653283115513,0.11675133996196345,-3.356968650129668,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,35
Seasonal naive,False,8.428571428571429,4.928571428571429,5.586974647721763,0.08635794743429287,-0.6428571428571429,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,35
Naive,False,12.285714285714286,11.928571428571429,15.383200484387412,0.22177954847277556,-9.785714285714286,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,36
Moving average,True,6.836734693877552,9.418367346938776,11.931351258643879,0.17510908745968506,-1.2142857142857164,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,36
Exponential smoothing,False,7.752358454065111,9.566627245755281,12.081168404557586,0.17786557960235583,-2.2521050060012664,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,36
Seasonal naive,False,6.857142857142857,10.071428571428571,12.566963492768307,0.18725099601593626,-1.2142857142857142,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,36
Naive,False,9.0,12.714285714285714,14.501231474799452,0.23237597911227154,11.285714285714286,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,37
Moving average,True,7.244897959183673,7.285714285714284,9.116032076310752,0.1331592689295039,-0.4285714285714296,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,37
Exponential smoothing,False,7.510632996905438,7.285714285714286,9.10624915417982,0.13315926892950392,0.07352762108144718,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,37
Seasonal naive,False,7.428571428571429,7.142857142857143,8.660254037844387,0.13054830287206268,-0.42857142857142855,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,37
Naive,False,9.0,12.0,13.320231658217187,0.2346368715083799,1.8571428571428572,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,38
Moving average,False,8.897959183673468,12.326530612244897,13.82544238506881,0.2410215482841181,4.1428571428571415,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,38
Exponential smoothing,False,9.48138560842666,12.140124488129016,13.491994547005396,0.23737673580140534,2.8380142740459706,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,38
Seasonal naive,True,8.571428571428571,12.857142857142858,15.198684153570664,0.25139664804469275,4.142857142857143,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,38
Naive,False,13.785714285714286,10.142857142857142,12.340409810282408,0.20402298850574713,-0.7142857142857143,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,39
Moving average,False,5.540816326530611,10.346938775510207,12.679728317439677,0.20812807881773404,3.000000000000001,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,39
Exponential smoothing,False,6.976050902348449,10.33437969453142,12.669400210836198,0.20787545362563198,2.956043216574252,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,39
Seasonal naive,True,5.5,12.0,14.769660021234651,0.2413793103448276,3.0,True,2026-04-02 00:00:00,2026-04-16 00:00:00,2026-04-17 00:00:00,2026-04-30 00:00:00,product_id,39
